Geographic Area(s),Year(s),Age Group/Status,Test Type,Blood Lead Reference Value,Number of Children Tested,Number of Children with an EBLL,Percent of Children Tested with an EBLL
48027,2015,All Children <6,All Test Types,3.5,42,0,0
48027,2015,All Children <6,All Test Types,5,42,0,0
48027**,2016,All Children <6,All Test Types,3.5,38,,Suppressed
48027**,2016,All Children <6,All Test Types,5,38,,Suppressed
48027**,2017,All Children <6,All Test Types,3.5,43,,Suppressed
48027**,2017,All Children <6,All Test Types,5,43,,Suppressed
48027**,2018,All Children <6,All Test Types,3.5,37,,Suppressed
48027**,2018,All Children <6,All Test Types,5,37,,Suppressed
48027**,2019,All Children <6,All Test Types,3.5,39,,Suppressed
48027**,2019,All Children <6,All Test Types,5,39,,Suppressed
48027**,2020,All Children <6,All Test Types,3.5,12,,Suppressed
48027**,2020,All Children <6,All Test Types,5,12,,Suppressed
48027**,2021,All Children <6,All Test Types,3.5,13,,Suppressed
48027,2021,All Children <6,All Test Types,5,13,0,0
48027,2022,All Children <6,All Test Types,3.5,30,0,0
48027,2022,All Children <6,All Test Types,5,30,0,0
48027**,2023,All Children <6,All Test Types,3.5,27,,Suppressed
48027**,2023,All Children <6,All Test Types,5,27,,Suppressed
48027**,2024,All Children <6,All Test Types,3.5,25,,Suppressed
48027,2024,All Children <6,All Test Types,5,25,0,0
48028**,2010,All Children <6,All Test Types,3.5,,,Suppressed
48028**,2010,All Children <6,All Test Types,5,,,Suppressed
48028**,2011,All Children <6,All Test Types,3.5,,,Suppressed
48028**,2011,All Children <6,All Test Types,5,,,Suppressed
48028**,2012,All Children <6,All Test Types,3.5,,,Suppressed
48028,2012,All Children <6,All Test Types,5,,0,0
48028,2013,All Children <6,All Test Types,3.5,,0,0
48028,2013,All Children <6,All Test Types,5,,0,0
48028,2014,All Children <6,All Test Types,3.5,,0,0
48028,2014,All Children <6,All Test Types,5,,0,0
48028,2015,All Children <6,All Test Types,3.5,,0,0
48028,2015,All Children <6,All Test Types,5,,0,0
48028,2016,All Children <6,All Test Types,3.5,9,0,0
48028,2016,All Children <6,All Test Types,5,9,0,0
48028,2017,All Children <6,All Test Types,3.5,,0,0
48028,2017,All Children <6,All Test Types,5,,0,0
48028,2018,All Children <6,All Test Types,3.5,,0,0
48028,2018,All Children <6,All Test Types,5,,0,0
48028,2019,All Children <6,All Test Types,3.5,,0,0
48028,2019,All Children <6,All Test Types,5,,0,0
48028,2020,All Children <6,All Test Types,3.5,,0,0
48028,2020,All Children <6,All Test Types,5,,0,0
48028,2021,All Children <6,All Test Types,3.5,,0,0
48028,2021,All Children <6,All Test Types,5,,0,0
48028,2022,All Children <6,All Test Types,3.5,,0,0
48028,2022,All Children <6,All Test Types,5,,0,0
48028,2023,All Children <6,All Test Types,3.5,,0,0
48028,2023,All Children <6,All Test Types,5,,0,0
48028,2024,All Children <6,All Test Types,3.5,,0,0
48028,2024,All Children <6,All Test Types,5,,0,0
48029,2011,All Children <6,All Test Types,3.5,,0,0
48029,2011,All Children <6,All Test Types,5,,0,0
48030,2010,All Children <6,All Test Types,3.5,311,28,9
48030,2010,All Children <6,All Test Types,5,311,13,4.2
48030,2011,All Children <6,All Test Types,3.5,339,15,4.4
48030,2011,All Children <6,All Test Types,5,339,8,2.4
48030,2012,All Children <6,All Test Types,3.5,271,19,7
48030,2012,All Children <6,All Test Types,5,271,13,4.8
48030,2013,All Children <6,All Test Types,3.5,291,12,4.1
48030,2013,All Children <6,All Test Types,5,291,7,2.4
48030,2014,All Children <6,All Test Types,3.5,289,15,5.2
48030,2014,All Children <6,All Test Types,5,289,9,3.1
48030,2015,All Children <6,All Test Types,3.5,285,15,5.3
48030,2015,All Children <6,All Test Types,5,285,7,2.5
48030,2016,All Children <6,All Test Types,3.5,268,12,4.5
48030**,2016,All Children <6,All Test Types,5,268,,Suppressed
48030**,2017,All Children <6,All Test Types,3.5,248,,Suppressed
48030**,2017,All Children <6,All Test Types,5,248,,Suppressed
48030**,2018,All Children <6,All Test Types,3.5,208,,Suppressed
48030**,2018,All Children <6,All Test Types,5,208,,Suppressed
48030**,2019,All Children <6,All Test Types,3.5,206,,Suppressed
48030**,2019,All Children <6,All Test Types,5,206,,Suppressed
48030,2020,All Children <6,All Test Types,3.5,136,6,4.4
48030**,2020,All Children <6,All Test Types,5,136,,Suppressed
48030**,2021,All Children <6,All Test Types,3.5,154,,Suppressed
48030**,2021,All Children <6,All Test Types,5,154,,Suppressed
48030**,2022,All Children <6,All Test Types,3.5,135,,Suppressed
48030**,2022,All Children <6,All Test Types,5,135,,Suppressed
48030**,2023,All Children <6,All Test Types,3.5,132,,Suppressed
48030**,2023,All Children <6,All Test Types,5,132,,Suppressed
48030**,2024,All Children <6,All Test Types,3.5,145,,Suppressed
48030**,2024,All Children <6,All Test Types,5,145,,Suppressed
48031,2011,All Children <6,All Test Types,3.5,,0,0
48031,2011,All Children <6,All Test Types,5,,0,0
48031,2016,All Children <6,All Test Types,3.5,,0,0
48031,2016,All Children <6,All Test Types,5,,0,0
48032**,2010,All Children <6,All Test Types,3.5,18,,Suppressed
48032**,2010,All Children <6,All Test Types,5,18,,Suppressed
48032,2011,All Children <6,All Test Types,3.5,19,0,0
48032,2011,All Children <6,All Test Types,5,19,0,0
48032**,2012,All Children <6,All Test Types,3.5,29,,Suppressed
48032**,2012,All Children <6,All Test Types,5,29,,Suppressed
48032**,2013,All Children <6,All Test Types,3.5,24,,Suppressed
48032**,2013,All Children <6,All Test Types,5,24,,Suppressed
48032,2014,All Children <6,All Test Types,3.5,25,0,0
48032,2014,All Children <6,All Test Types,5,25,0,0
48032**,2015,All Children <6,All Test Types,3.5,33,,Suppressed
48032**,2015,All Children <6,All Test Types,5,33,,Suppressed
48032**,2016,All Children <6,All Test Types,3.5,44,,Suppressed
48032,2016,All Children <6,All Test Types,5,44,0,0
48032**,2017,All Children <6,All Test Types,3.5,25,,Suppressed
48032,2017,All Children <6,All Test Types,5,25,0,0
48032**,2018,All Children <6,All Test Types,3.5,21,,Suppressed
48032**,2018,All Children <6,All Test Types,5,21,,Suppressed
48032**,2019,All Children <6,All Test Types,3.5,22,,Suppressed
48032,2019,All Children <6,All Test Types,5,22,0,0
48032**,2020,All Children <6,All Test Types,3.5,13,,Suppressed
48032,2020,All Children <6,All Test Types,5,13,0,0
48032,2021,All Children <6,All Test Types,3.5,12,0,0
48032,2021,All Children <6,All Test Types,5,12,0,0
48032,2022,All Children <6,All Test Types,3.5,13,0,0
48032,2022,All Children <6,All Test Types,5,13,0,0
48032**,2023,All Children <6,All Test Types,3.5,22,,Suppressed
48032,2023,All Children <6,All Test Types,5,22,0,0
48032**,2024,All Children <6,All Test Types,3.5,18,,Suppressed
48032**,2024,All Children <6,All Test Types,5,18,,Suppressed
48033,2010,All Children <6,All Test Types,3.5,286,12,4.2
48033**,2010,All Children <6,All Test Types,5,286,,Suppressed
48033,2011,All Children <6,All Test Types,3.5,266,11,4.1
48033,2011,All Children <6,All Test Types,5,266,7,2.6
48033,2012,All Children <6,All Test Types,3.5,228,12,5.3
48033**,2012,All Children <6,All Test Types,5,228,,Suppressed
48033**,2013,All Children <6,All Test Types,3.5,265,,Suppressed
48033,2013,All Children <6,All Test Types,5,265,0,0
48033,2014,All Children <6,All Test Types,3.5,283,9,3.2
48033**,2014,All Children <6,All Test Types,5,283,,Suppressed
48033,2015,All Children <6,All Test Types,3.5,317,7,2.2
48033**,2015,All Children <6,All Test Types,5,317,,Suppressed
48033,2016,All Children <6,All Test Types,3.5,336,10,3
48033**,2016,All Children <6,All Test Types,5,336,,Suppressed
48033,2017,All Children <6,All Test Types,3.5,324,12,3.7
48033,2017,All Children <6,All Test Types,5,324,6,1.9
48033,2018,All Children <6,All Test Types,3.5,281,8,2.8
48033,2018,All Children <6,All Test Types,5,281,0,0
48033**,2019,All Children <6,All Test Types,3.5,255,,Suppressed
48033,2019,All Children <6,All Test Types,5,255,0,0
48033**,2020,All Children <6,All Test Types,3.5,184,,Suppressed
48033,2020,All Children <6,All Test Types,5,184,0,0
48033**,2021,All Children <6,All Test Types,3.5,163,,Suppressed
48033,2021,All Children <6,All Test Types,5,163,0,0
48033**,2022,All Children <6,All Test Types,3.5,184,,Suppressed
48033**,2022,All Children <6,All Test Types,5,184,,Suppressed
48033**,2023,All Children <6,All Test Types,3.5,190,,Suppressed
48033**,2023,All Children <6,All Test Types,5,190,,Suppressed
48033**,2024,All Children <6,All Test Types,3.5,175,,Suppressed
48033**,2024,All Children <6,All Test Types,5,175,,Suppressed
48034,2010,All Children <6,All Test Types,3.5,280,12,4.3
48034,2010,All Children <6,All Test Types,5,280,9,3.2
48034,2011,All Children <6,All Test Types,3.5,321,10,3.1
48034**,2011,All Children <6,All Test Types,5,321,,Suppressed
48034,2012,All Children <6,All Test Types,3.5,342,15,4.4
48034**,2012,All Children <6,All Test Types,5,342,,Suppressed
48034,2013,All Children <6,All Test Types,3.5,307,7,2.3
48034**,2013,All Children <6,All Test Types,5,307,,Suppressed
48034,2014,All Children <6,All Test Types,3.5,264,10,3.8
48034**,2014,All Children <6,All Test Types,5,264,,Suppressed
48034,2015,All Children <6,All Test Types,3.5,257,8,3.1
48034**,2015,All Children <6,All Test Types,5,257,,Suppressed
48034**,2016,All Children <6,All Test Types,3.5,278,,Suppressed
48034**,2016,All Children <6,All Test Types,5,278,,Suppressed
48034**,2017,All Children <6,All Test Types,3.5,240,,Suppressed
48034**,2017,All Children <6,All Test Types,5,240,,Suppressed
48034,2018,All Children <6,All Test Types,3.5,217,10,4.6
48034**,2018,All Children <6,All Test Types,5,217,,Suppressed
48034**,2019,All Children <6,All Test Types,3.5,214,,Suppressed
48034**,2019,All Children <6,All Test Types,5,214,,Suppressed
48034**,2020,All Children <6,All Test Types,3.5,141,,Suppressed
48034**,2020,All Children <6,All Test Types,5,141,,Suppressed
48034**,2021,All Children <6,All Test Types,3.5,178,,Suppressed
48034,2021,All Children <6,All Test Types,5,178,0,0
48034,2022,All Children <6,All Test Types,3.5,161,6,3.7
48034**,2022,All Children <6,All Test Types,5,161,,Suppressed
48034**,2023,All Children <6,All Test Types,3.5,177,,Suppressed
48034**,2023,All Children <6,All Test Types,5,177,,Suppressed
48034**,2024,All Children <6,All Test Types,3.5,165,,Suppressed
48034**,2024,All Children <6,All Test Types,5,165,,Suppressed
48035,2010,All Children <6,All Test Types,3.5,528,15,2.8
48035**,2010,All Children <6,All Test Types,5,528,,Suppressed
48035,2011,All Children <6,All Test Types,3.5,484,10,2.1
48035**,2011,All Children <6,All Test Types,5,484,,Suppressed
48035,2012,All Children <6,All Test Types,3.5,518,11,2.1
48035,2012,All Children <6,All Test Types,5,518,6,1.2
48035,2013,All Children <6,All Test Types,3.5,479,8,1.7
48035**,2013,All Children <6,All Test Types,5,479,,Suppressed
48035,2014,All Children <6,All Test Types,3.5,422,10,2.4
48035**,2014,All Children <6,All Test Types,5,422,,Suppressed
48035,2015,All Children <6,All Test Types,3.5,439,11,2.5
48035,2015,All Children <6,All Test Types,5,439,6,1.4
48035,2016,All Children <6,All Test Types,3.5,517,8,1.5
48035**,2016,All Children <6,All Test Types,5,517,,Suppressed
48035,2017,All Children <6,All Test Types,3.5,582,8,1.4
48035**,2017,All Children <6,All Test Types,5,582,,Suppressed
48035,2018,All Children <6,All Test Types,3.5,522,9,1.7
48035**,2018,All Children <6,All Test Types,5,522,,Suppressed
48035,2019,All Children <6,All Test Types,3.5,548,15,2.7
48035**,2019,All Children <6,All Test Types,5,548,,Suppressed
48035,2020,All Children <6,All Test Types,3.5,377,8,2.1
48035**,2020,All Children <6,All Test Types,5,377,,Suppressed
48035**,2021,All Children <6,All Test Types,3.5,362,,Suppressed
48035**,2021,All Children <6,All Test Types,5,362,,Suppressed
48035,2022,All Children <6,All Test Types,3.5,338,6,1.8
48035**,2022,All Children <6,All Test Types,5,338,,Suppressed
48035**,2023,All Children <6,All Test Types,3.5,394,,Suppressed
48035**,2023,All Children <6,All Test Types,5,394,,Suppressed
48035**,2024,All Children <6,All Test Types,3.5,367,,Suppressed
48035**,2024,All Children <6,All Test Types,5,367,,Suppressed
48036,2010,All Children <6,All Test Types,3.5,269,16,5.9
48036**,2010,All Children <6,All Test Types,5,269,,Suppressed
48036,2011,All Children <6,All Test Types,3.5,295,9,3.1
48036,2011,All Children <6,All Test Types,5,295,6,2
48036,2012,All Children <6,All Test Types,3.5,269,11,4.1
48036**,2012,All Children <6,All Test Types,5,269,,Suppressed
48036,2013,All Children <6,All Test Types,3.5,290,7,2.4
48036**,2013,All Children <6,All Test Types,5,290,,Suppressed
48036,2014,All Children <6,All Test Types,3.5,272,8,2.9
48036**,2014,All Children <6,All Test Types,5,272,,Suppressed
48036,2015,All Children <6,All Test Types,3.5,287,7,2.4
48036**,2015,All Children <6,All Test Types,5,287,,Suppressed
48036,2016,All Children <6,All Test Types,3.5,344,6,1.7
48036**,2016,All Children <6,All Test Types,5,344,,Suppressed
48036,2017,All Children <6,All Test Types,3.5,420,6,1.4
48036**,2017,All Children <6,All Test Types,5,420,,Suppressed
48036,2018,All Children <6,All Test Types,3.5,384,8,2.1
48036**,2018,All Children <6,All Test Types,5,384,,Suppressed
48036,2019,All Children <6,All Test Types,3.5,399,9,2.3
48036**,2019,All Children <6,All Test Types,5,399,,Suppressed
48036,2020,All Children <6,All Test Types,3.5,292,6,2.1
48036,2020,All Children <6,All Test Types,5,292,0,0
48036**,2021,All Children <6,All Test Types,3.5,244,,Suppressed
48036**,2021,All Children <6,All Test Types,5,244,,Suppressed
48036**,2022,All Children <6,All Test Types,3.5,249,,Suppressed
48036,2022,All Children <6,All Test Types,5,249,0,0
48036**,2023,All Children <6,All Test Types,3.5,297,,Suppressed
48036**,2023,All Children <6,All Test Types,5,297,,Suppressed
48036**,2024,All Children <6,All Test Types,3.5,285,,Suppressed
48036**,2024,All Children <6,All Test Types,5,285,,Suppressed
48037,2010,All Children <6,All Test Types,3.5,7,0,0
48037,2010,All Children <6,All Test Types,5,7,0,0
48037,2011,All Children <6,All Test Types,3.5,10,0,0
48037,2011,All Children <6,All Test Types,5,10,0,0
48037,2012,All Children <6,All Test Types,3.5,10,0,0
48037,2012,All Children <6,All Test Types,5,10,0,0
48037,2013,All Children <6,All Test Types,3.5,10,0,0
48037,2013,All Children <6,All Test Types,5,10,0,0
48037,2014,All Children <6,All Test Types,3.5,8,0,0
48037,2014,All Children <6,All Test Types,5,8,0,0
48037**,2015,All Children <6,All Test Types,3.5,,,Suppressed
48037,2015,All Children <6,All Test Types,5,,0,0
48037,2016,All Children <6,All Test Types,3.5,10,0,0
48037,2016,All Children <6,All Test Types,5,10,0,0
48037,2017,All Children <6,All Test Types,3.5,7,0,0
48037,2017,All Children <6,All Test Types,5,7,0,0
48037,2018,All Children <6,All Test Types,3.5,6,0,0
48037,2018,All Children <6,All Test Types,5,6,0,0
48037,2019,All Children <6,All Test Types,3.5,,0,0
48037,2019,All Children <6,All Test Types,5,,0,0
48037,2020,All Children <6,All Test Types,3.5,,0,0
48037,2020,All Children <6,All Test Types,5,,0,0
48037,2021,All Children <6,All Test Types,3.5,,0,0
48037,2021,All Children <6,All Test Types,5,,0,0
48037,2022,All Children <6,All Test Types,3.5,,0,0
48037,2022,All Children <6,All Test Types,5,,0,0
48037,2023,All Children <6,All Test Types,3.5,,0,0
48037,2023,All Children <6,All Test Types,5,,0,0
48037,2024,All Children <6,All Test Types,3.5,,0,0
48037,2024,All Children <6,All Test Types,5,,0,0
48038,2010,All Children <6,All Test Types,3.5,380,9,2.4
48038**,2010,All Children <6,All Test Types,5,380,,Suppressed
48038**,2011,All Children <6,All Test Types,3.5,351,,Suppressed
48038**,2011,All Children <6,All Test Types,5,351,,Suppressed
48038,2012,All Children <6,All Test Types,3.5,432,17,3.9
48038,2012,All Children <6,All Test Types,5,432,7,1.6
48038,2013,All Children <6,All Test Types,3.5,408,8,2
48038**,2013,All Children <6,All Test Types,5,408,,Suppressed
48038,2014,All Children <6,All Test Types,3.5,384,7,1.8
48038**,2014,All Children <6,All Test Types,5,384,,Suppressed
48038,2015,All Children <6,All Test Types,3.5,410,6,1.5
48038**,2015,All Children <6,All Test Types,5,410,,Suppressed
48038,2016,All Children <6,All Test Types,3.5,492,7,1.4
48038**,2016,All Children <6,All Test Types,5,492,,Suppressed
48038,2017,All Children <6,All Test Types,3.5,557,8,1.4
48038**,2017,All Children <6,All Test Types,5,557,,Suppressed
48038,2018,All Children <6,All Test Types,3.5,573,9,1.6
48038**,2018,All Children <6,All Test Types,5,573,,Suppressed
48038**,2019,All Children <6,All Test Types,3.5,624,,Suppressed
48038**,2019,All Children <6,All Test Types,5,624,,Suppressed
48038,2020,All Children <6,All Test Types,3.5,482,6,1.2
48038**,2020,All Children <6,All Test Types,5,482,,Suppressed
48038**,2021,All Children <6,All Test Types,3.5,441,,Suppressed
